Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-09-22,Still Walking,2008,https://letterboxd.com/cindyshi/film/still-walking/,3.5,,,2018-09-21
2018-09-28,People's Republic of Desire,2018,https://letterboxd.com/cindyshi/film/peoples-republic-of-desire/,2.5,,"viff, viff18, cinematheque",2018-09-27
2018-09-28,Woman at War,2018,https://letterboxd.com/cindyshi/film/woman-at-war/,4.5,,"viff18, viff, sfu",2018-09-27
2018-09-29,Asako I & II,2018,https://letterboxd.com/cindyshi/film/asako-i-ii/,2,,"viff, viff18, international village",2018-09-28
2018-09-29,Spice It Up,2018,https://letterboxd.com/cindyshi/film/spice-it-up/,3,,"viff, viff18, q&a, international village",2018-09-28
2018-09-29,Under the Silver Lake,2018,https://letterboxd.com/cindyshi/film/under-the-silver-lake/,4,,"viff, viff18, rio",2018-09-28
2018-10-01,Climax,2018,https://letterboxd.com/cindyshi/film/climax-2018/,4,,"viff, viff18, rio",2018-09-29
2018-10-01,Shoplifters,2018,https://letterboxd.com/cindyshi/film/shoplifters/,5,,"viff, viff18, centre",2018-09-30
2018-10-01,A Land Imagined,2018,https://letterboxd.com/cindyshi/film/a-land-imagined/,2.5,,"viff, viff18, q&a, international village",2018-09-30
2018-10-02,Mangoshake,2018,https://letterboxd.com/cindyshi/film/mangoshake/,4,,"viff, viff18, cinematheque, q&a",2018-10-01
2018-10-03,Lush Reeds,2018,https://letterboxd.com/cindyshi/film/lush-reeds/,3,,"viff, viff18, cinematheque, q&a",2018-10-01
2018-10-03,Cold War,2018,https://letterboxd.com/cindyshi/film/cold-war-2018/,4.5,,"viff, viff18, centre",2018-10-02
2018-10-03,The Favourite,2018,https://letterboxd.com/cindyshi/film/the-favourite/,3.5,,"viff, viff18, centre",2018-10-02
2018-10-04,Ash Is Purest White,2018,https://letterboxd.com/cindyshi/film/ash-is-purest-white/,3,,"viff, viff18, centre",2018-10-03
2018-10-05,Styx,2018,https://letterboxd.com/cindyshi/film/styx-2018/,3,,"viff, viff18, playhouse, q&a",2018-10-04
2018-10-06,Long Day's Journey Into Night,2018,https://letterboxd.com/cindyshi/film/long-days-journey-into-night-2018/,2.5,,"viff, viff18, 3d, international village",2018-10-04
2018-10-06,Capernaum,2018,https://letterboxd.com/cindyshi/film/capernaum/,3.5,,"viff, viff18, sfu",2018-10-05
2018-10-06,Amateurs,2018,https://letterboxd.com/cindyshi/film/amateurs-2018/,4,,"viff, viff18, sfu, q&a",2018-10-05
2018-10-07,Sorry Angel,2018,https://letterboxd.com/cindyshi/film/sorry-angel/,4.5,,"viff, viff18, international village",2018-10-06
2018-10-07,Shadow,2018,https://letterboxd.com/cindyshi/film/shadow-2018/,3.5,,"viff, viff18, centre",2018-10-06
2018-10-07,Boy Erased,2018,https://letterboxd.com/cindyshi/film/boy-erased/,2.5,,"viff, viff18, playhouse, q&a",2018-10-06
2018-10-08,United Skates,2018,https://letterboxd.com/cindyshi/film/united-skates/,4,,"viff, viff18, playhouse, q&a",2018-10-07
2018-10-08,Vox Lux,2018,https://letterboxd.com/cindyshi/film/vox-lux/,2.5,,"viff, viff18, centre",2018-10-07
2018-10-10,Happy as Lazzaro,2018,https://letterboxd.com/cindyshi/film/happy-as-lazzaro/,4,,"viff, viff18, playhouse",2018-10-09
2018-10-11,Sorry Angel,2018,https://letterboxd.com/cindyshi/film/sorry-angel/1/,4.5,Yes,,2018-10-10
2018-10-12,Ben Is Back,2018,https://letterboxd.com/cindyshi/film/ben-is-back/,2.5,,"viff, viff18, centre",2018-10-11
2018-10-13,A Star Is Born,2018,https://letterboxd.com/cindyshi/film/a-star-is-born-2018/,3.5,,"cineplex, scotiabank",2018-10-12
2018-10-13,The Front Runner,2018,https://letterboxd.com/cindyshi/film/the-front-runner/,2.5,,"viff, viff18, centre",2018-10-12
2018-10-13,Destroyer,2018,https://letterboxd.com/cindyshi/film/destroyer-2018/,2,,"viff, viff18, centre",2018-10-12
2018-10-17,First Man,2018,https://letterboxd.com/cindyshi/film/first-man/,4.5,,"cineplex, fifth ave",2018-10-16
2018-10-20,Beautiful Boy,2018,https://letterboxd.com/cindyshi/film/beautiful-boy-2018/,4,,"cineplex, fifth ave",2018-10-19
2018-10-25,Sorry Angel,2018,https://letterboxd.com/cindyshi/film/sorry-angel/2/,4.5,Yes,,2018-10-24
2018-10-25,Skate Kitchen,2018,https://letterboxd.com/cindyshi/film/skate-kitchen/,2,,,2018-10-24
2018-10-26,The Old Man & the Gun,2018,https://letterboxd.com/cindyshi/film/the-old-man-the-gun/,4,,"cineplex, international village",2018-10-25
2018-10-26,The Sisters Brothers,2018,https://letterboxd.com/cindyshi/film/the-sisters-brothers/,2,,"cineplex, international village",2018-10-25
2018-10-27,Suspiria,1977,https://letterboxd.com/cindyshi/film/suspiria/,4,,"cinematheque, 4k",2018-10-26
2018-10-30,Free Solo,2018,https://letterboxd.com/cindyshi/film/free-solo/,4.5,,"cineplex, scotiabank",2018-10-29
2018-10-31,Private Life,2018,https://letterboxd.com/cindyshi/film/private-life-2018/,3.5,,netflix,2018-10-30
2018-11-01,Suspiria,2018,https://letterboxd.com/cindyshi/film/suspiria-2018/,4.5,,rio,2018-10-31
2018-11-03,Mid90s,2018,https://letterboxd.com/cindyshi/film/mid90s/,2.5,,"cineplex, international village",2018-11-02
2018-11-03,Bohemian Rhapsody,2018,https://letterboxd.com/cindyshi/film/bohemian-rhapsody/,3,,"cineplex, scotiabank",2018-11-02
2018-11-03,Can You Ever Forgive Me?,2018,https://letterboxd.com/cindyshi/film/can-you-ever-forgive-me/,4,,"cineplex, fifth ave",2018-11-02
2018-11-03,The Dawn Wall,2017,https://letterboxd.com/cindyshi/film/the-dawn-wall/,4,,"park, cineplex",2018-11-02
2018-11-05,They'll Love Me When I'm Dead,2018,https://letterboxd.com/cindyshi/film/theyll-love-me-when-im-dead/,4,,netflix,2018-11-04
2018-11-06,Meru,2015,https://letterboxd.com/cindyshi/film/meru/,3.5,,,2018-11-05
2018-11-07,This Mountain Life,2018,https://letterboxd.com/cindyshi/film/this-mountain-life/,2,,"viff, vancity",2018-11-06
2018-11-08,Free Solo,2018,https://letterboxd.com/cindyshi/film/free-solo/1/,4.5,Yes,"cineplex, scotiabank",2018-11-06
2018-11-10,Madeline's Madeline,2018,https://letterboxd.com/cindyshi/film/madelines-madeline/,4.5,,"viff, vancity",2018-11-09
2018-11-10,RBG,2018,https://letterboxd.com/cindyshi/film/rbg/1/,4.5,Yes,,2018-11-09
2018-11-11,Secret Sunshine,2007,https://letterboxd.com/cindyshi/film/secret-sunshine/,3,,,2018-11-10
2018-11-14,"Like Father, Like Son",2013,https://letterboxd.com/cindyshi/film/like-father-like-son-2013/,4.5,,mubi,2018-11-13
2018-11-17,The Matrix,1999,https://letterboxd.com/cindyshi/film/the-matrix/,5,,netflix,2018-11-16
2018-11-25,I Am Not Your Negro,2016,https://letterboxd.com/cindyshi/film/i-am-not-your-negro/,4.5,,kanopy,2018-11-23
2018-11-26,Widows,2018,https://letterboxd.com/cindyshi/film/widows-2018/,3.5,,"cineplex, international village",2018-11-25
2018-11-26,Transit,2018,https://letterboxd.com/cindyshi/film/transit-2018/,4,,"viff, vancity",2018-11-25
2018-11-27,One Cut of the Dead,2017,https://letterboxd.com/cindyshi/film/one-cut-of-the-dead/,3.5,,rio,2018-11-25
2018-11-27,Children of Men,2006,https://letterboxd.com/cindyshi/film/children-of-men/,4,,netflix,2018-11-26
2018-11-29,Green Book,2018,https://letterboxd.com/cindyshi/film/green-book/,2.5,,"cineplex, fifth ave",2018-11-28
2018-11-30,If Beale Street Could Talk,2018,https://letterboxd.com/cindyshi/film/if-beale-street-could-talk/,4.5,,wff18,2018-11-29
2018-12-01,Guarda in alto,2017,https://letterboxd.com/cindyshi/film/guarda-in-alto/,3,,,2018-11-30
2018-12-02,On the Basis of Sex,2018,https://letterboxd.com/cindyshi/film/on-the-basis-of-sex/,3.5,,wff18,2018-11-30
2018-12-02,The Dancing Dogs of Dombrova,,https://letterboxd.com/cindyshi/film/the-dancing-dogs-of-dombrova/,2,,"wff18, q&a",2018-12-01
2018-12-02,Family First,2018,https://letterboxd.com/cindyshi/film/family-first/,1.5,,"wff18, q&a",2018-12-01
2018-12-02,The Conformist,1970,https://letterboxd.com/cindyshi/film/the-conformist/,4.5,,,2018-12-01
2018-12-03,Roma,2018,https://letterboxd.com/cindyshi/film/roma-2018/,4.5,,wff18,2018-12-02
2018-12-04,Once Upon a Time in America,1984,https://letterboxd.com/cindyshi/film/once-upon-a-time-in-america/,5,,,2018-12-02
2018-12-05,Coldplay: A Head Full of Dreams,2018,https://letterboxd.com/cindyshi/film/coldplay-a-head-full-of-dreams/,3.5,,,2018-12-04
2018-12-08,The Ballad of Buster Scruggs,2018,https://letterboxd.com/cindyshi/film/the-ballad-of-buster-scruggs/,4.5,,netflix,2018-12-07
2018-12-10,Burnt,2015,https://letterboxd.com/cindyshi/film/burnt/,0.5,,netflix,2018-12-09
2018-12-12,A Little Princess,1995,https://letterboxd.com/cindyshi/film/a-little-princess-1995/,4,,,2018-12-11
2018-12-14,Roma,2018,https://letterboxd.com/cindyshi/film/roma-2018/1/,5,Yes,"viff, vancity",2018-12-13
2018-12-15,Y Tu Mamá También,2001,https://letterboxd.com/cindyshi/film/y-tu-mama-tambien/,5,,,2018-12-13
2018-12-15,Only with Your Partner,1991,https://letterboxd.com/cindyshi/film/only-with-your-partner/,4.5,,netflix,2018-12-14
2018-12-19,Shoplifters,2018,https://letterboxd.com/cindyshi/film/shoplifters/1/,5,Yes,flight,2018-12-19
2018-12-19,Hearts Beat Loud,2018,https://letterboxd.com/cindyshi/film/hearts-beat-loud/,4,,flight,2018-12-19
2018-12-19,Christopher Robin,2018,https://letterboxd.com/cindyshi/film/christopher-robin/,3,,flight,2018-12-19
2018-12-20,Roma,2018,https://letterboxd.com/cindyshi/film/roma-2018/2/,5,Yes,PalaceIFC,2018-12-19
2019-01-01,"Hail, Caesar!",2016,https://letterboxd.com/cindyshi/film/hail-caesar-2016/,4.5,,flight,2018-12-31
2019-01-02,Frances Ha,2012,https://letterboxd.com/cindyshi/film/frances-ha/1/,5,Yes,netflix,2019-01-01
2019-01-03,Paterson,2016,https://letterboxd.com/cindyshi/film/paterson/,4,,amazon prime,2019-01-02
2019-01-03,Mary Poppins Returns,2018,https://letterboxd.com/cindyshi/film/mary-poppins-returns/,3.5,,"cineplex, scotiabank",2019-01-02
2019-01-03,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/cindyshi/film/spider-man-into-the-spider-verse/,5,,"3d, cineplex, scotiabank",2019-01-02
2019-01-03,Vice,2018,https://letterboxd.com/cindyshi/film/vice-2018/,2.5,,"cineplex, fifth ave",2019-01-02
2019-01-04,Ralph Breaks the Internet,2018,https://letterboxd.com/cindyshi/film/ralph-breaks-the-internet/,2.5,,"cineplex, international village, 3d",2019-01-03
2019-01-05,The Man Who Bought The Moon,2018,https://letterboxd.com/cindyshi/film/the-man-who-bought-the-moon/,4,,"iff19, viff, vancity",2019-01-04
2019-01-06,Once Upon a Time in America,1984,https://letterboxd.com/cindyshi/film/once-upon-a-time-in-america/1/,5,Yes,"viff, iff19, vancity",2019-01-05
2019-01-07,Silence,2016,https://letterboxd.com/cindyshi/film/silence/,3,,netflix,2019-01-06
2019-01-08,Mary Queen of Scots,2018,https://letterboxd.com/cindyshi/film/mary-queen-of-scots-2018/,2,,"cineplex, fifth ave, 52filmsbywomen2019",2019-01-07
2019-01-09,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/cindyshi/film/spider-man-into-the-spider-verse/1/,5,Yes,"3d, cineplex, scotiabank",2019-01-08
2019-01-11,Clueless,1995,https://letterboxd.com/cindyshi/film/clueless/,4,,"netflix, 52filmsbywomen2019",2019-01-10
2019-01-13,The Director and the Jedi,2018,https://letterboxd.com/cindyshi/film/the-director-and-the-jedi/,3.5,,,2019-01-12
2019-01-14,While We're Young,2014,https://letterboxd.com/cindyshi/film/while-were-young/,3.5,,"youtube, rent",2019-01-13
2019-01-14,The Meyerowitz Stories (New and Selected),2017,https://letterboxd.com/cindyshi/film/the-meyerowitz-stories-new-and-selected/,3,,netflix,2019-01-13
2019-01-14,Star Wars: The Last Jedi,2017,https://letterboxd.com/cindyshi/film/star-wars-the-last-jedi/1/,4,Yes,netflix,2019-01-14
2019-01-15,What If,2013,https://letterboxd.com/cindyshi/film/what-if-2013/,3.5,,netflix,2019-01-14
2019-01-19,Star Wars: The Force Awakens,2015,https://letterboxd.com/cindyshi/film/star-wars-the-force-awakens/,3.5,Yes,,2019-01-18
2019-01-19,To Rome with Love,2012,https://letterboxd.com/cindyshi/film/to-rome-with-love/,1,,mubi,2019-01-18
2019-01-24,A Bread Factory Part One: For the Sake of Gold,2018,https://letterboxd.com/cindyshi/film/a-bread-factory-part-one-for-the-sake-of-gold/,4,,"viff, vancity",2019-01-23
2019-01-24,A Bread Factory Part Two: Walk with Me a While,2018,https://letterboxd.com/cindyshi/film/a-bread-factory-part-two-walk-with-me-a-while/,4,,"viff, vancity",2019-01-23
2019-01-24,BlacKkKlansman,2018,https://letterboxd.com/cindyshi/film/blackkklansman/1/,4,Yes,bhm,2019-01-23
2019-01-26,Mur Murs,1981,https://letterboxd.com/cindyshi/film/mur-murs/,4.5,,"mubi, 52filmsbywomen2019",2019-01-25
2019-01-30,The Hours,2002,https://letterboxd.com/cindyshi/film/the-hours/,5,,"viff, 35mm, vancity, Cinema Salon",2019-01-29
2019-02-01,Ex Machina,2014,https://letterboxd.com/cindyshi/film/ex-machina-2014/,1.5,,netflix,2019-01-31
2019-02-04,The Man Who Killed Don Quixote,2018,https://letterboxd.com/cindyshi/film/the-man-who-killed-don-quixote/,4,,,2019-02-03
2019-02-05,"Hale County This Morning, This Evening",2018,https://letterboxd.com/cindyshi/film/hale-county-this-morning-this-evening/,3.5,,"bhm, viff, vancity",2019-02-04
2019-02-16,Mountains May Depart,2015,https://letterboxd.com/cindyshi/film/mountains-may-depart/,2.5,,kanopy,2019-02-15
2019-02-17,Pickpocket,1997,https://letterboxd.com/cindyshi/film/pickpocket-1997/,4,,,2019-02-16
2019-02-19,Platform,2000,https://letterboxd.com/cindyshi/film/platform/,3.5,,,2019-02-18
2019-02-21,Logan Lucky,2017,https://letterboxd.com/cindyshi/film/logan-lucky/,4,,"youtube, rent",2019-02-20
2019-02-21,The World,2004,https://letterboxd.com/cindyshi/film/the-world/,3.5,,,2019-02-20
2019-02-22,A Touch of Sin,2013,https://letterboxd.com/cindyshi/film/a-touch-of-sin/,4,,kanopy,2019-02-21
2019-02-24,Ash Is Purest White,2018,https://letterboxd.com/cindyshi/film/ash-is-purest-white/1/,3.5,Yes,,2019-02-23
2019-02-24,Still Life,2006,https://letterboxd.com/cindyshi/film/still-life/1/,4,Yes,,2019-02-23
2019-03-02,The Image Book,2018,https://letterboxd.com/cindyshi/film/the-image-book/,,,"viff, vancity",2019-03-01
2019-03-03,Leap Year,2010,https://letterboxd.com/cindyshi/film/leap-year/,2.5,,netflix,2019-03-02
2019-03-08,24 City,2008,https://letterboxd.com/cindyshi/film/24-city/,3,,mubi,2019-03-07
2019-03-10,Wanda,1970,https://letterboxd.com/cindyshi/film/wanda/,4.5,,"criterion channel, 52filmsbywomen2019",2019-03-09
2019-03-10,The Frontier Experience,1975,https://letterboxd.com/cindyshi/film/the-frontier-experience/,,,criterion channel,2019-03-09
2019-03-10,Hungry Hearts,2014,https://letterboxd.com/cindyshi/film/hungry-hearts-2014/,4,,itunes,2019-03-10
2019-03-13,Captain Marvel,2019,https://letterboxd.com/cindyshi/film/captain-marvel/,3.5,,"3d, cineplex, fifth ave, 52filmsbywomen2019",2019-03-12
2019-03-13,How to Train Your Dragon: The Hidden World,2019,https://letterboxd.com/cindyshi/film/how-to-train-your-dragon-the-hidden-world/,4,,"3d, cineplex, international village",2019-03-12
2019-03-13,Never Look Away,2018,https://letterboxd.com/cindyshi/film/never-look-away/,5,,"cineplex, International village",2019-03-12
2019-03-14,Salut les Cubains,1963,https://letterboxd.com/cindyshi/film/salut-les-cubains/,4,,mubi,2019-03-13
2019-03-16,The 400 Blows,1959,https://letterboxd.com/cindyshi/film/the-400-blows/,5,,cinematheque,2019-03-15
2019-03-16,Jules and Jim,1962,https://letterboxd.com/cindyshi/film/jules-and-jim/,3.5,,cinematheque,2019-03-15
2019-03-18,For All Mankind,1989,https://letterboxd.com/cindyshi/film/for-all-mankind/,4,,criterion channel,2019-03-17
2019-03-19,Gloria Bell,2018,https://letterboxd.com/cindyshi/film/gloria-bell/,4,,"cineplex, fifth ave",2019-03-18
2019-03-21,The Silent Revolution,2018,https://letterboxd.com/cindyshi/film/the-silent-revolution-2018/,4,,"viff, vancity",2019-03-20
2019-03-21,Apollo 11,2019,https://letterboxd.com/cindyshi/film/apollo-11-2019/,2.5,,"cineplex, international village",2019-03-20
2019-03-21,Gloria,2013,https://letterboxd.com/cindyshi/film/gloria-2013/,3,,itunes,2019-03-21
2019-03-23,Take Out,2004,https://letterboxd.com/cindyshi/film/take-out-2004/,,,,2019-03-22
2019-03-25,Unknown Pleasures,2002,https://letterboxd.com/cindyshi/film/unknown-pleasures/,2,,"viff, 35mm, vancity",2019-03-23
2019-03-25,The Piano,1993,https://letterboxd.com/cindyshi/film/the-piano/,4,,"rio, 52filmsbywomen2019",2019-03-24
2019-03-25,Island of the Hungry Ghosts,2018,https://letterboxd.com/cindyshi/film/island-of-the-hungry-ghosts/,,,"rio, q&a, 52filmsbywomen2019",2019-03-24
2019-03-27,Us,2019,https://letterboxd.com/cindyshi/film/us-2019/,4,,"cineplex, scotiabank",2019-03-26
2019-03-29,Happy Birthday to John,1997,https://letterboxd.com/cindyshi/film/happy-birthday-to-john/,,,mubi,2019-03-28
2019-03-30,Kung-Fu Master!,1988,https://letterboxd.com/cindyshi/film/kung-fu-master/,4,,"kanopy, 52filmsbywomen2019",2019-03-29
2019-03-31,The Goddess of Spring,1934,https://letterboxd.com/cindyshi/film/the-goddess-of-spring/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,Divorce Italian Style,1961,https://letterboxd.com/cindyshi/film/divorce-italian-style/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,Hands on a Hard Body: The Documentary,1997,https://letterboxd.com/cindyshi/film/hands-on-a-hard-body-the-documentary/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,The Happiness of the Katakuris,2001,https://letterboxd.com/cindyshi/film/the-happiness-of-the-katakuris/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,Beau Travail,1999,https://letterboxd.com/cindyshi/film/beau-travail/,,,"24hrmm2019, cinematheque, 52filmsbywomen2019",2019-03-30
2019-03-31,Far from Heaven,2002,https://letterboxd.com/cindyshi/film/far-from-heaven/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,The Trouble with Harry,1955,https://letterboxd.com/cindyshi/film/the-trouble-with-harry/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,The Ice Storm,1997,https://letterboxd.com/cindyshi/film/the-ice-storm/,,,"24hrmm2019, cinematheque",2019-03-30
2019-03-31,Ballast,2008,https://letterboxd.com/cindyshi/film/ballast/,,,"24hrmm2019, cinematheque",2019-03-31
2019-03-31,The Brood,1979,https://letterboxd.com/cindyshi/film/the-brood/,,,"24hrmm2019, cinematheque",2019-03-31
2019-04-01,Certain Women,2016,https://letterboxd.com/cindyshi/film/certain-women/,,,"24hrmm2019, cinematheque, 52filmsbywomen2019",2019-03-31
2019-04-01,Life of Brian,1979,https://letterboxd.com/cindyshi/film/life-of-brian/,,,"24hrmm2019, cinematheque",2019-03-31
2019-04-01,Bambi,1942,https://letterboxd.com/cindyshi/film/bambi/,,,"24hrmm2019, cinematheque",2019-03-31
2019-04-01,Late Spring,1949,https://letterboxd.com/cindyshi/film/late-spring/,,,"24hrmm2019, cinematheque",2019-03-31
2019-04-05,Travel Songs,1981,https://letterboxd.com/cindyshi/film/travel-songs/,,,mubi,2019-04-04
2019-04-07,Shazam!,2019,https://letterboxd.com/cindyshi/film/shazam/,2.5,,"park royal, cineplex, 3d",2019-04-06
2019-04-08,The Guernsey Literary & Potato Peel Pie Society,2018,https://letterboxd.com/cindyshi/film/the-guernsey-literary-potato-peel-pie-society/,2,,netflix,2019-04-07
2019-04-09,The Last Metro,1980,https://letterboxd.com/cindyshi/film/the-last-metro/,4.5,,"mubi, criterion channel, commentary",2019-04-08
2019-04-09,The Soft Skin,1964,https://letterboxd.com/cindyshi/film/the-soft-skin/,3.5,,"mubi, criterion channel, commentary",2019-04-08
2019-04-09,The Young Girls Turn 25,1993,https://letterboxd.com/cindyshi/film/the-young-girls-turn-25/,4.5,,"criterion channel, 52filmsbywomen2019",2019-04-08
2019-04-10,Amadeus,1984,https://letterboxd.com/cindyshi/film/amadeus/,4,,"viff, vancity, Cinema Salon",2019-04-09
2019-04-10,Along the Coast,1958,https://letterboxd.com/cindyshi/film/along-the-coast/,3,,"criterion channel, 52filmsbywomen2019",2019-04-09
2019-04-11,All That Jazz,1979,https://letterboxd.com/cindyshi/film/all-that-jazz/,4.5,,,2019-04-10
2019-04-11,Diary of a Pregnant Woman,1958,https://letterboxd.com/cindyshi/film/diary-of-a-pregnant-woman/,,,"criterion channel, 52filmsbywomen2019",2019-04-10
2019-04-11,Black Panthers,1968,https://letterboxd.com/cindyshi/film/black-panthers/,4,,"criterion channel, 52filmsbywomen2019",2019-04-10
2019-04-12,Antoine and Colette,1962,https://letterboxd.com/cindyshi/film/antoine-and-colette/,4.5,,criterion channel,2019-04-11
2019-04-12,Stolen Kisses,1968,https://letterboxd.com/cindyshi/film/stolen-kisses/,5,,criterion channel,2019-04-11
2019-04-12,A Story of Water,1958,https://letterboxd.com/cindyshi/film/a-story-of-water/,3,,criterion channel,2019-04-11
2019-04-13,Day for Night,1973,https://letterboxd.com/cindyshi/film/day-for-night/,5,,,2019-04-12
2019-04-13,Bed and Board,1970,https://letterboxd.com/cindyshi/film/bed-and-board/,4,,criterion channel,2019-04-12
2019-04-14,Love on the Run,1979,https://letterboxd.com/cindyshi/film/love-on-the-run-1979/,4,,criterion channel,2019-04-13
2019-04-14,Les Mistons,1957,https://letterboxd.com/cindyshi/film/les-mistons/,3,,criterion channel,2019-04-13
2019-04-15,Easter Parade,1948,https://letterboxd.com/cindyshi/film/easter-parade/,4,,"cineplex, international village",2019-04-14
2019-04-15,Singin' in the Rain,1952,https://letterboxd.com/cindyshi/film/singin-in-the-rain/,4.5,,rio,2019-04-14
2019-04-18,The Big Heat,1953,https://letterboxd.com/cindyshi/film/the-big-heat/,3.5,,criterion channel,2019-04-17
2019-04-19,Two English Girls,1971,https://letterboxd.com/cindyshi/film/two-english-girls/,3.5,,criterion channel,2019-04-18
2019-04-20,Masculin Féminin,1966,https://letterboxd.com/cindyshi/film/masculin-feminin/,2.5,,criterion channel,2019-04-19
2019-04-20,High Life,2018,https://letterboxd.com/cindyshi/film/high-life-2018/,3,,"cineplex, scotiabank, 52filmsbywomen2019",2019-04-19
2019-04-20,Police Story,1985,https://letterboxd.com/cindyshi/film/police-story/,5,,cinematheque,2019-04-19
2019-04-20,Vagabond,1985,https://letterboxd.com/cindyshi/film/vagabond/,4.5,,"criterion channel, 52filmsbywomen2019",2019-04-19
2019-04-21,"Vagabond: Remembrances, Interviews, Notes and Comments",2003,https://letterboxd.com/cindyshi/film/vagabond-remembrances-interviews-notes-and-comments/,,,criterion channel,2019-04-20
2019-04-22,Microhabitat,2017,https://letterboxd.com/cindyshi/film/microhabitat/,3,,"mubi, 52filmsbywomen2019",2019-04-20
2019-04-22,The So-Called Caryatids,1984,https://letterboxd.com/cindyshi/film/the-so-called-caryatids/,,,"mubi, 52filmsbywomen2019",2019-04-21
2019-04-25,Uncle Yanco,1967,https://letterboxd.com/cindyshi/film/uncle-yanco/,,,"criterion channel, 52filmsbywomen2019",2019-04-24
2019-04-26,Cléo from 5 to 7: Remembrances and Anecdotes,2005,https://letterboxd.com/cindyshi/film/cleo-from-5-to-7-remembrances-and-anecdotes/,,,criterion channel,2019-04-25
2019-04-26,Avengers: Endgame,2019,https://letterboxd.com/cindyshi/film/avengers-endgame/,4,,"cineplex, fifth ave, 3d",2019-04-25
2019-04-28,They Shall Not Grow Old,2018,https://letterboxd.com/cindyshi/film/they-shall-not-grow-old/,4.5,,rio,2019-04-27
2019-04-28,Museo,2018,https://letterboxd.com/cindyshi/film/museo/,4,,cinematheque,2019-04-27
2019-04-30,Hotel Mumbai,2018,https://letterboxd.com/cindyshi/film/hotel-mumbai/,2,,"park, cineplex",2019-04-29
2019-05-02,BNK48: Girls Don't Cry,2018,https://letterboxd.com/cindyshi/film/bnk48-girls-dont-cry/,2.5,,netflix,2019-05-01
2019-05-02,Her Smell,2018,https://letterboxd.com/cindyshi/film/her-smell/,4,,rio,2019-05-01
2019-05-03,Long Shot,2019,https://letterboxd.com/cindyshi/film/long-shot-2019/,3,,"cineplex, marine drive",2019-05-02
2019-05-03,Drift,2017,https://letterboxd.com/cindyshi/film/drift-2017/,,,"mubi, 52filmsbywomen2019",2019-05-02
2019-05-03,Girlfriends,1978,https://letterboxd.com/cindyshi/film/girlfriends-1978/,4.5,,"criterion channel, 52filmsbywomen2019",2019-05-03
2019-05-04,The Woman Next Door,1981,https://letterboxd.com/cindyshi/film/the-woman-next-door/,4,,mubi,2019-05-03
2019-05-04,Across the Universe,2007,https://letterboxd.com/cindyshi/film/across-the-universe/,2,,"netflix, 52filmsbywomen2019",2019-05-03
2019-05-05,Knock Down the House,2019,https://letterboxd.com/cindyshi/film/knock-down-the-house/,,,"netflix, 52filmsbywomen2019",2019-05-04
2019-10-11,White Snake,2019,https://letterboxd.com/cindyshi/film/white-snake-2019/,,,"viff, viff19, vimeo",2019-05-04
2019-05-07,Lost in Translation,2003,https://letterboxd.com/cindyshi/film/lost-in-translation/,4.5,,"netflix, 52filmsbywomen2019",2019-05-06
2019-05-08,Shadow of a Doubt,1943,https://letterboxd.com/cindyshi/film/shadow-of-a-doubt/,3.5,,"cineplex, international village",2019-05-07
2019-05-08,Thou Wast Mild and Lovely,2014,https://letterboxd.com/cindyshi/film/thou-wast-mild-and-lovely/,,,"mubi, 52filmsbywomen2019",2019-05-07
2019-05-09,Los Reyes,2018,https://letterboxd.com/cindyshi/film/los-reyes/,4,,"doxa19, 52filmsbywomen2019, vancity",2019-05-08
2019-05-09,Instructions on Parting,2018,https://letterboxd.com/cindyshi/film/instructions-on-parting/,3.5,,"doxa19, 52filmsbywomen2019, vancity",2019-05-08
2019-05-10,Perfect Blue,1997,https://letterboxd.com/cindyshi/film/perfect-blue/,5,,rio,2019-05-09
2019-05-10,When Harry Met Sally...,1989,https://letterboxd.com/cindyshi/film/when-harry-met-sally/,5,,,2019-05-09
2019-05-11,Tolkien,2019,https://letterboxd.com/cindyshi/film/tolkien-2019/,3,,"cineplex, park",2019-05-10
2019-05-15,American Factory,2019,https://letterboxd.com/cindyshi/film/american-factory/,4,,"doxa19, cinematheque, 52filmsbywomen2019",2019-05-11
2019-05-13,Me the Terrible,2012,https://letterboxd.com/cindyshi/film/me-the-terrible/,,,"mubi, 52filmsbywomen2019",2019-05-12
2019-05-15,One Child Nation,2019,https://letterboxd.com/cindyshi/film/one-child-nation/,3,,"sfu, doxa19, 52filmsbywomen2019",2019-05-12
2019-05-14,Love Education,2017,https://letterboxd.com/cindyshi/film/love-education-2017/,4.5,,"mubi, 52filmsbywomen2019",2019-05-13
2019-05-17,Pokémon Detective Pikachu,2019,https://letterboxd.com/cindyshi/film/pokemon-detective-pikachu/,4,,"cineplex, scotiabank, 3d",2019-05-14
